column 1	Pathways of a reaction	EC-Number	Object ID
L-alanine + 2-oxoglutarate  <-->  pyruvate + L-glutamate	"L-alanine biosynthesis II // L-alanine degradation III // L-alanine degradation II (to D-lactate) // C4 photosynthetic carbon assimilation cycle, NAD-ME type // C4 photosynthetic carbon assimilation cycle, PEPCK type"	EC-2.6.1.2	ALANINE-AMINOTRANSFERASE-RXN
ethanol + NAD+  <-->  acetaldehyde + NADH + H+	acetaldehyde biosynthesis I // pyruvate fermentation to ethanol II // ethanol degradation II	EC-1.1.1.1	ALCOHOL-DEHYDROG-RXN
an aldehyde + dioxygen + H2O  ->  a carboxylate + hydrogen peroxide + H+		EC-1.2.3.1	ALDEHYDE-OXIDASE-RXN
alpha-D-glucopyranose  <-->  beta-D-glucopyranose		EC-5.1.3.3	ALDOSE-1-EPIMERASE-RXN
allantoate + 2 H+ + H2O  ->  (S)-ureidoglycine + ammonium + CO2	allantoin degradation to ureidoglycolate II (ammonia producing)	EC-3.5.3.9	ALLANTOATE-DEIMINASE-RXN
allantoate + H2O  ->  (S)-ureidoglycolate + urea	allantoin degradation to ureidoglycolate I (urea producing) // Organic Nitrogen Assimilation	EC-3.5.3.4	ALLANTOICASE-RXN
(S)-(+)-allantoin + H2O  ->  allantoate + H+	allantoin degradation to ureidoglycolate I (urea producing) // allantoin degradation to ureidoglycolate II (ammonia producing) // Organic Nitrogen Assimilation	EC-3.5.2.5	ALLANTOINASE-RXN
"(9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate  ->  (9S,13S,15Z)-12-oxophyto-10,15-dienoate"	jasmonic acid biosynthesis	EC-5.3.99.6	ALLENE-OXIDE-CYCLASE-RXN
urea-1-carboxylate + H2O + 3 H+  ->  2 CO2 + 2 ammonium	Organic Nitrogen Assimilation	EC-3.5.1.54	ALLOPHANATE-HYDROLASE-RXN
4-aminobutanal + NAD+ + H2O  ->  4-aminobutanoate + NADH + 2 H+		EC-1.2.1.19	AMINOBUTDEHYDROG-RXN
AMP + H2O + H+  ->  IMP + ammonium	adenosine nucleotides degradation I	EC-3.5.4.17 // EC-3.5.4.6	AMP-DEAMINASE-RXN
AMP + H2O  ->  adenosine + phosphate		EC-3.1.3.5	AMP-DEPHOSPHORYLATION-RXN
adenylosuccinate  ->  AMP + fumarate	adenosine ribonucleotides <i>de novo</i> biosynthesis	EC-4.3.2.2	AMPSYN-RXN
chorismate + L-glutamine  ->  anthranilate + L-glutamate + pyruvate + H+	L-tryptophan biosynthesis	EC-4.1.3.27	ANTHRANSYN-RXN
Naringenin chalcone isomerase	flavonoid biosynthesis // flavonoid biosynthesis (in equisetum)	EC-5.5.1.6	APIGNAR-RXN
L-arginine + H+  ->  agmatine + CO2	putrescine biosynthesis II	EC-4.1.1.19	ARGDECARBOX-RXN
L-arginine + H2O  <-->  urea + L-ornithine	L-arginine degradation I (arginase pathway) // L-arginine degradation VI (arginase 2 pathway) // putrescine biosynthesis III // L-citrulline biosynthesis	EC-3.5.3.1	ARGINASE-RXN
L-arginine + H2O  ->  L-citrulline + ammonium	Organic Nitrogen Assimilation	EC-3.5.3.6	ARGININE-DEIMINASE-RXN
L-arginino-succinate  ->  L-arginine + fumarate	L-arginine biosynthesis I (via L-ornithine) // L-arginine biosynthesis II (acetyl cycle)	EC-4.3.2.1	ARGSUCCINLYA-RXN
L-aspartate + L-citrulline + ATP  ->  L-arginino-succinate + AMP + diphosphate + H+	L-arginine biosynthesis I (via L-ornithine) // L-arginine biosynthesis II (acetyl cycle)	EC-6.3.4.5	ARGSUCCINSYN-RXN
L-tryptophan + H+  ->  tryptamine + CO2	serotonin and melatonin biosynthesis II	EC-4.1.1.28 // EC-4.1.1.105	AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN
ATP + L-aspartate + L-glutamine + H2O  ->  AMP + L-asparagine + L-glutamate + diphosphate + H+	L-asparagine biosynthesis I	EC-6.3.5.4	ASNSYNB-RXN
L-aspartate + 2-oxoglutarate  <-->  oxaloacetate + L-glutamate	"L-aspartate biosynthesis // L-aspartate degradation I // C4 photosynthetic carbon assimilation cycle, NAD-ME type // C4 photosynthetic carbon assimilation cycle, PEPCK type"	EC-2.6.1.1	ASPAMINOTRANS-RXN
L-asparagine + H2O  ->  L-aspartate + ammonium	L-asparagine degradation I	EC-3.5.1.38 // EC-3.5.1.1	ASPARAGHYD-RXN
L-aspartate 4-semialdehyde + NADP+ + phosphate  <-->  L-aspartyl-4-phosphate + NADPH + H+	L-lysine biosynthesis VI // L-homoserine biosynthesis	EC-1.2.1.11	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	L-lysine biosynthesis VI // L-homoserine biosynthesis	EC-2.7.2.4	ASPARTATEKIN-RXN
L-aspartate + carbamoyl phosphate  ->  N-carbamoyl-L-aspartate + phosphate + H+	UMP biosynthesis I	EC-2.1.3.2	ASPCARBTRANS-RXN
oxaloacetate + acetyl-CoA + ADP + phosphate  <-  citrate + coenzyme A + ATP	acetyl-CoA biosynthesis from citrate	EC-2.3.3.8	ATP-CITRATE-PRO-S--LYASE-RXN
ATP + H2O  ->  AMP + diphosphate + H+		EC-3.6.1.8	ATP-PYROPHOSPHATASE-RXN
ATP + H2O  ->  ADP + phosphate + H+		EC-3.6.1.15	ATPASE-RXN
1-(5-phospho-beta-D-ribosyl)-ATP + diphosphate  <-->  ATP + 5-phospho-alpha-D-ribose 1-diphosphate	L-histidine biosynthesis	EC-2.4.2.17	ATPPHOSPHORIBOSYLTRANS-RXN
benzaldehyde + NAD+ + H2O  =  benzoate + NADH + 2 H+		EC-1.2.1.28	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN
3-ureidopropanoate + H2O + 2 H+  ->  beta-alanine + ammonium + CO2	uracil degradation I (reductive)	EC-3.5.1.6	BETA-UREIDOPROPIONASE-RXN
L-isoleucine + 2-oxoglutarate  <-->  L-glutamate + (3S)-3-methyl-2-oxopentanoate	L-isoleucine degradation I // L-isoleucine biosynthesis I (from threonine)	EC-2.6.1.42	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
L-leucine + 2-oxoglutarate  <-->  L-glutamate + 4-methyl-2-oxopentanoate	L-leucine biosynthesis // L-leucine degradation I	EC-2.6.1.6 // EC-2.6.1.42	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
L-valine + 2-oxoglutarate  <-->  L-glutamate + 3-methyl-2-oxobutanoate	L-valine degradation I // L-valine biosynthesis	EC-2.6.1.42	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
(E)-caffeoyl-CoA + S-adenosyl-L-methionine  ->  feruloyl-CoA + S-adenosyl-L-homocysteine + H+	monolignol biosynthesis // suberin monomers biosynthesis	EC-2.1.1.104	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
ammonium + hydrogen carbonate + ATP  <-->  carbamoyl phosphate + ADP + H2O + H+	ornithine-citrulline shuttle	EC-2.7.2.2	CARBAMATE-KINASE-RXN
L-arogenate + H+  ->  CO2 + L-phenylalanine + H2O	L-phenylalanine biosynthesis II	EC-4.2.1.91	CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN
2 ATP + L-glutamine + hydrogen carbonate + H2O  ->  L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H+	L-arginine biosynthesis I (via L-ornithine) // UMP biosynthesis I // L-arginine biosynthesis II (acetyl cycle) // ornithine-citrulline shuttle	EC-6.3.5.5	CARBPSYN-RXN
2 hydrogen peroxide  ->  2 H2O + dioxygen	reactive oxygen species degradation // superoxide radicals degradation	EC-1.11.1.6 // EC-1.11.1.21	CATAL-RXN
ATP + CDP  ->  ADP + CTP	CMP phosphorylation // pyrimidine ribonucleotides interconversion	EC-2.7.4.6	CDPKIN-RXN
dCDP + oxidized thioredoxin + H2O  <-  CDP + reduced thioredoxin	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	EC-1.17.4.1	CDPREDUCT-RXN
UDP-alpha-D-glucose + cellulose  ->  cellulose + UDP	cellulose biosynthesis	EC-2.4.1.12	CELLULOSE-SYNTHASE-UDP-FORMING-RXN
choline + an oxidized electron carrier  <-->  betaine aldehyde + a reduced two electron carrier		EC-1.1.99.1	CHD-RXN
a chlorophyll + H2O  ->  a chlorophyllide + phytol		EC-3.1.1.14	CHLOROPHYLLASE-RXN
choline + ATP  ->  phosphocholine + ADP + H+	phosphatidylcholine biosynthesis I	EC-2.7.1.32	CHOLINE-KINASE-RXN
5-enolpyruvoyl-shikimate 3-phosphate  ->  chorismate + phosphate	chorismate biosynthesis from 3-dehydroquinate	EC-4.2.3.5	CHORISMATE-SYNTHASE-RXN
chorismate  ->  prephenate	L-tyrosine biosynthesis II // L-tyrosine biosynthesis III // L-phenylalanine biosynthesis II	EC-5.4.99.5	CHORISMATEMUT-RXN
L-citrulline + H2O + 2 H+  ->  L-ornithine + CO2 + ammonium	Organic Nitrogen Assimilation	EC-3.5.1.20	CITRULLINASE-RXN
acetyl-CoA + oxaloacetate + H2O  ->  citrate + coenzyme A + H+	TCA cycle II (plants and fungi) // glyoxylate cycle	EC-2.3.3.3 // EC-2.3.3.16 // EC-2.3.3.1	CITSYN-RXN
coniferin + H2O  ->  coniferyl alcohol + D-glucopyranose	coniferin metabolism	EC-3.2.1.126	CONIFERIN-BETA-GLUCOSIDASE-RXN
ATP + UTP + L-glutamine + H2O  ->  ADP + CTP + L-glutamate + phosphate + 2 H+	UTP and CTP dephosphorylation II // UTP and CTP <i>de novo</i> biosynthesis // UTP and CTP dephosphorylation I // pyrimidine ribonucleotides interconversion	EC-6.3.4.2	CTPSYN-RXN
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  cycloartenol"	"cycloartenol biosynthesis // avenacin biosynthesis, initial reactions"	EC-5.4.99.8	CYCLOARTENOL-SYNTHASE-RXN
cycloeucalenol  ->  obtusifoliol	phytosterol biosynthesis (plants)	EC-5.5.1.9	CYCLOEUCALENOL-CYCLOISOMERASE-RXN
L-arogenate + NAD+  ->  L-tyrosine + CO2 + NADH	L-tyrosine biosynthesis III	EC-1.3.1.43	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
L-cysteine + O-phospho-L-homoserine  ->  L-cystathionine + phosphate	L-methionine biosynthesis II	EC-2.5.1.48	CYSPH-RXN
cytidine + H+ + H2O  ->  uridine + ammonium	pyrimidine ribonucleosides salvage II // pyrimidine ribonucleosides salvage I	EC-3.5.4.5	CYTIDEAM2-RXN
cytidine + ATP  ->  CMP + ADP + H+	pyrimidine ribonucleosides salvage I	EC-2.7.1.48 // EC-2.7.1.213	CYTIKIN-RXN
2 ferricytochrome b5 + NADH  =  2 ferrocytochrome b5 + NAD+ + H+		EC-1.6.2.2	CYTOCHROME-B5-REDUCTASE-RXN
4 reduced c-type cytochrome[mitochondrial intermembrane space] + 8 H+[mitochondrial lumen] + dioxygen[mitochondrial lumen]  ->  4 oxidized c-type cytochrome[mitochondrial intermembrane space] + 4 H+[mitochondrial intermembrane space] + 2 H2O[mitochondrial lumen]	aerobic respiration I (cytochrome c)	EC-7.1.1.9	CYTOCHROME-C-OXIDASE-RXN
(R)-lactate + 2 oxidized c-type cytochrome  =  pyruvate + 2 reduced c-type cytochrome + 2 H+		EC-1.1.2.4	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
xylitol + NAD+  =  D-xylulose + NADH + H+		EC-1.1.1.9	D-XYLULOSE-REDUCTASE-RXN
ATP + dADP  ->  ADP + dATP	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I // purine deoxyribonucleosides salvage	EC-2.7.4.6	DADPKIN-RXN
phosphoenolpyruvate + D-erythrose 4-phosphate + H2O  ->  3-deoxy-D-arabino-heptulosonate 7-phosphate + phosphate	3-dehydroquinate biosynthesis I	EC-2.5.1.54	DAHPSYN-RXN
aldehydo-D-arabinose 5-phosphate  <-  D-ribulose 5-phosphate	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	EC-5.3.1.13	DARAB5PISOM-RXN
ATP + dCDP  ->  ADP + dCTP	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	EC-2.7.4.6	DCDPKIN-RXN
dCTP + H+ + H2O  ->  ammonium + dUTP	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	EC-3.5.4.13	DCTP-DEAM-RXN
dCTP + H2O  ->  dCMP + diphosphate + H+	pyrimidine deoxyribonucleotides dephosphorylation	EC-3.6.1.9 // EC-3.6.1.12 // EC-3.6.1.65	DCTP-PYROPHOSPHATASE-RXN
ATP + dAMP  ->  ADP + dADP	purine deoxyribonucleosides salvage	EC-2.7.4.13 // EC-2.7.4.11	DEOXYADENYLATE-KINASE-RXN
3'-dephospho-CoA + ATP  ->  coenzyme A + ADP + H+	coenzyme A biosynthesis I (bacteria)	EC-2.7.1.24	DEPHOSPHOCOAKIN-RXN
ATP + dGDP  ->  ADP + dGTP	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I // purine deoxyribonucleosides salvage	EC-2.7.4.6	DGDPKIN-RXN
meso-diaminopimelate + H+  ->  L-lysine + CO2	L-lysine biosynthesis VI	EC-4.1.1.20	DIAMINOPIMDECARB-RXN
"L,L-diaminopimelate  <-->  meso-diaminopimelate"	L-lysine biosynthesis VI	EC-5.1.1.7	DIAMINOPIMEPIM-RXN
"pyruvate + L-aspartate 4-semialdehyde  ->  (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + H2O + H+"	L-lysine biosynthesis VI	EC-4.3.3.7	DIHYDRODIPICSYN-RXN
"a tetrahydrofolate + NADP+  <-  a 7,8-dihydrofolate + NADPH + H+"	folate transformations II (plants) // dTMP <i>de novo</i> biosynthesis (mitochondrial) // tetrahydrofolate biosynthesis II	EC-1.5.1.3	DIHYDROFOLATEREDUCT-RXN
"L-glutamate + 7,8-dihydropteroate + ATP  ->  ADP + 7,8-dihydrofolate monoglutamate + phosphate + H+"	tetrahydrofolate biosynthesis II	EC-6.3.2.12	DIHYDROFOLATESYNTH-RXN
"7,8-dihydroneopterin 3'-phosphate + H2O  ->  D-erythro-7,8-dihydroneopterin + phosphate"	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I // tetrahydrofolate biosynthesis II	EC-3.6.1	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
(S)-dihydroorotate + H2O  <-  N-carbamoyl-L-aspartate + H+	UMP biosynthesis I	EC-3.5.2.3	DIHYDROOROT-RXN
(S)-dihydroorotate[in] + an electron-transfer quinone[membrane]  ->  orotate[in] + an electron-transfer quinol[membrane]	UMP biosynthesis I	EC-1.3.5.2	DIHYDROOROTATE-DEHYDROGENASE-RXN
"5,6-dihydrouracil + H2O  ->  3-ureidopropanoate + H+"	uracil degradation I (reductive)	EC-3.5.2.2	DIHYDROPYRIMIDINASE-RXN
"(2R)-2,3-dihydroxy-3-methylbutanoate  ->  3-methyl-2-oxobutanoate + H2O"	L-valine biosynthesis	EC-4.2.1.9	DIHYDROXYISOVALDEHYDRAT-RXN
"2,3-Dihydroxy-3-methylvalerate dehydratase"	L-isoleucine biosynthesis I (from threonine)	EC-4.2.1.9	DIHYDROXYMETVALDEHYDRAT-RXN
D-ribulose 5-phosphate  ->  formate + 1-deoxy-L-glycero-tetrulose 4-phosphate + H+	flavin biosynthesis I (bacteria and plants)	EC-4.1.99.12	DIOHBUTANONEPSYN-RXN
(R)-mevalonate diphosphate + ATP  ->  3-methylbut-3-en-1-yl diphosphate + CO2 + ADP + phosphate	mevalonate pathway I (eukaryotes and bacteria)	EC-4.1.1.33	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN
(R)-lactate + NAD+  <-->  pyruvate + NADH + H+	L-alanine degradation II (to D-lactate)	EC-1.1.1.28	DLACTDEHYDROGNAD-RXN
D-serine  ->  pyruvate + ammonium	D-serine degradation	EC-4.3.1.18	DSERDEAM-RXN
ATP + dUDP  ->  ADP + dUTP	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	EC-2.7.4.6	DUDPKIN-RXN
dUTP + H2O  ->  dUMP + diphosphate + H+	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II // pyrimidine deoxyribonucleotides dephosphorylation // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	EC-3.6.1.23 // EC-3.6.1.9	DUTP-PYROP-RXN
2-C-methyl-D-erythritol 4-phosphate + NADP+  <-->  1-deoxy-D-xylulose 5-phosphate + NADPH + H+	methylerythritol phosphate pathway I // methylerythritol phosphate pathway II	EC-1.1.1.267	DXPREDISOM-RXN
pyruvate + D-glyceraldehyde 3-phosphate + H+  ->  1-deoxy-D-xylulose 5-phosphate + CO2	methylerythritol phosphate pathway I // methylerythritol phosphate pathway II	EC-2.2.1.7	DXS-RXN
"a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA  <-->  a (2E)-2-enoyl-CoA + H2O"	"fatty acid &beta;-oxidation II (plant peroxisome) // fatty acid &beta;-oxidation IV (unsaturated, even number)"	EC-4.2.1.17	ENOYL-COA-HYDRAT-RXN
ethanolamine + ATP  ->  O-phosphoethanolamine + ADP + H+	choline biosynthesis I // phosphatidylethanolamine biosynthesis II	EC-2.7.1.82	ETHANOLAMINE-KINASE-RXN
"beta-D-fructofuranose 1,6-bisphosphate  <-->  glycerone phosphate + D-glyceraldehyde 3-phosphate"	glycolysis I (from glucose 6-phosphate) // sucrose biosynthesis I (from photosynthesis) // glycolysis IV // Calvin-Benson-Bassham cycle // gluconeogenesis I	EC-4.1.2.13	F16ALDOLASE-RXN
"beta-D-fructofuranose 1,6-bisphosphate + H2O  ->  beta-D-fructofuranose 6-phosphate + phosphate"	glycolysis I (from glucose 6-phosphate) // sucrose biosynthesis I (from photosynthesis) // Calvin-Benson-Bassham cycle // gluconeogenesis I	EC-3.1.3.11	F16BDEPHOS-RXN
ATP + FMN + H+  <-->  FAD + diphosphate	flavin biosynthesis I (bacteria and plants)	EC-2.7.7.2	FADSYN-RXN
"(2E,6E)-farnesol + NADP+  <-  (2E,6E)-farnesal + NADPH + H+"	farnesylcysteine salvage pathway	EC-1.1.1.216	FARNESOL-DEHYDROGENASE-RXN
"(2E,6E)-farnesyl diphosphate + 3-methylbut-3-en-1-yl diphosphate  ->  geranylgeranyl diphosphate + diphosphate"	geranylgeranyl diphosphate biosynthesis	EC-2.5.1.29	FARNESYLTRANSTRANSFERASE-RXN
ammonium + 6 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O  <-  nitrite + 6 reduced ferredoxin [iron-sulfur] cluster + 8 H+	nitrate reduction II (assimilatory)	EC-1.7.7.1	FERREDOXIN--NITRITE-REDUCTASE-RXN
S-sulfanylglutathione + dioxygen  ->  S-sulfinatoglutathione + H+			FESGSHTHIO-RXN
ATP + N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + L-glutamine + H2O  ->  L-glutamate + ADP + 2-(formamido)-N1-(5-phospho-beta-D-ribosyl)acetamidine + phosphate + H+	5-aminoimidazole ribonucleotide biosynthesis I	EC-6.3.5.3	FGAMSYN-RXN
a tetrahydrofolate + L-glutamate + ATP  ->  a tetrahydrofolate + ADP + phosphate	folate polyglutamylation // tetrahydrofolate biosynthesis II	EC-6.3.2.17	FOLYLPOLYGLUTAMATESYNTH-RXN
a tetrahydrofolate + ATP + formate  <-->  an N10-formyltetrahydrofolate + ADP + phosphate	folate transformations II (plants) // folate polyglutamylation // tetrahydrofolate biosynthesis II	EC-6.3.4.3	FORMATETHFLIG-RXN
an N10-formyltetrahydrofolate + H2O  ->  a tetrahydrofolate + formate + H+	formaldehyde oxidation VII (THF pathway)	EC-3.5.1.10	FORMYLTHFDEFORMYL-RXN
"geranyl diphosphate + 3-methylbut-3-en-1-yl diphosphate  ->  (2E,6E)-farnesyl diphosphate + diphosphate"	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis // polyisoprenoid biosynthesis"	EC-2.5.1.10	FPPSYN-RXN
beta-D-fructofuranose + ATP  ->  beta-D-fructofuranose 6-phosphate + ADP + H+	sucrose degradation III (sucrose invertase)	EC-2.7.1.4	FRUCTOKINASE-RXN
4-fumaryl-acetoacetate + H2O  ->  fumarate + acetoacetate + H+	L-tyrosine degradation I	EC-3.7.1.2	FUMARYLACETOACETASE-RXN
(S)-malate  <-->  fumarate + H2O	TCA cycle II (plants and fungi)	EC-4.2.1.2	FUMHYDR-RXN
4-aminobutanoate + 2-oxoglutarate  <-->  succinate semialdehyde + L-glutamate	L-glutamate degradation IV // 4-aminobutanoate degradation I	EC-2.6.1.19	GABATRANSAM-RXN
alpha-D-galactopyranose + ATP  <-->  alpha-D-galactose 1-phosphate + ADP + H+	D-galactose detoxification // UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose) // D-galactose degradation I (Leloir pathway) // stachyose degradation	EC-2.7.1.6	GALACTOKIN-RXN
"L-galactono-1,4-lactone + 2 oxidized c-type cytochrome  ->  2 reduced c-type cytochrome + L-ascorbate + 3 H+"	"L-ascorbate biosynthesis I (plants, L-galactose pathway)"	EC-1.3.2.3	GALACTONOLACTONE-DEHYDROGENASE-RXN
UDP-alpha-D-glucose + alpha-D-galactose 1-phosphate  <-->  UDP-alpha-D-galactose + alpha-D-glucopyranose 1-phosphate	UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose) // D-galactose degradation I (Leloir pathway) // stachyose degradation	EC-2.7.7.12	GALACTURIDYLYLTRANS-RXN
D-glyceraldehyde 3-phosphate + NAD+ + phosphate  <-->  3-phospho-D-glyceroyl phosphate + NADH + H+	glycolysis I (from glucose 6-phosphate) // sucrose biosynthesis I (from photosynthesis) // glycolysis IV // gluconeogenesis I	EC-1.2.1.12	GAPOXNPHOSPHN-RXN
an N10-formyltetrahydrofolate + N1-(5-phospho-beta-D-ribosyl)glycinamide  <-->  a tetrahydrofolate + N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + H+	"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate // 5-aminoimidazole ribonucleotide biosynthesis I"	EC-2.1.2.2	GART-RXN
"glycine + a tetrahydrofolate + NAD+  <-->  a 5,10-methylenetetrahydrofolate + ammonium + CO2 + NADH"	glycine cleavage // photorespiration I // folate transformations II (plants) // glycine degradation	EC-1.4.1.27	GCVMULTI-RXN
ATP + GDP  ->  ADP + GTP	guanosine ribonucleotides <i>de novo</i> biosynthesis	EC-2.7.4.6	GDPKIN-RXN
GDP-alpha-D-mannose  ->  GDP-4-dehydro-alpha-D-rhamnose + H2O	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	EC-4.2.1.47	GDPMANDEHYDRA-RXN
dGDP + oxidized thioredoxin + H2O  <-  GDP + reduced thioredoxin	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I	EC-1.17.4.1	GDPREDUCT-RXN
geraniol + NADP+  ->  geranial + NADPH + H+	geraniol and geranial biosynthesis	EC-1.1.1.183	GERANIOL-DEHYDROGENASE-RXN
"D-glucopyranose 6-phosphate + NADP+  ->  6-phospho D-glucono-1,5-lactone + NADPH + H+"	pentose phosphate pathway (oxidative branch) I	EC-1.1.1.49	GLU6PDEHYDROG-RXN
alpha-D-glucopyranose 1-phosphate + ATP + H+  ->  ADP-alpha-D-glucose + diphosphate	starch biosynthesis	EC-2.7.7.27	GLUC1PADENYLTRANS-RXN
alpha-D-glucopyranose 1-phosphate + UTP + H+  <-->  UDP-alpha-D-glucose + diphosphate	UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose) // UDP-&alpha;-D-glucose biosynthesis // stachyose degradation	EC-2.7.7.64 // EC-2.7.7.9	GLUC1PURIDYLTRANS-RXN
ATP + D-gluconate  =  D-gluconate 6-phosphate + ADP + H+		EC-2.7.1.12	GLUCONOKIN-RXN
"D-glucono-1,5-lactone + H2O  ->  D-gluconate + H+"		EC-3.1.1.17	GLUCONOLACT-RXN
alpha-D-glucose 6-phosphate  <-->  beta-D-glucose 6-phosphate		EC-5.1.3.15	GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
tRNAglu + L-glutamate + ATP  ->  L-glutamyl-[tRNAGlu] + AMP + diphosphate	tetrapyrrole biosynthesis I (from glutamate)	EC-6.1.1.17	GLURS-RXN
L-glutamate + NAD(P)+ + H2O  <-->  2-oxoglutarate + ammonium + NAD(P)H + H+		EC-1.4.1.3	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
L-glutamate + NAD+ + H2O  <-->  2-oxoglutarate + ammonium + NADH + H+	L-glutamate degradation I // L-alanine degradation II (to D-lactate)	EC-1.4.1.2	GLUTAMATE-DEHYDROGENASE-RXN
N-acetyl-L-ornithine + L-glutamate  ->  L-ornithine + N-acetyl-L-glutamate	L-arginine biosynthesis II (acetyl cycle)	EC-2.3.1.35	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
2 L-glutamate + 2 oxidized ferredoxin [iron-sulfur] cluster  <-  2-oxoglutarate + L-glutamine + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+	L-glutamate biosynthesis V // ammonia assimilation cycle II // Inorganic Nitrogen Assimilation // Organic Nitrogen Assimilation	EC-1.4.7.1	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
2 L-glutamate + NAD+  <-  L-glutamine + 2-oxoglutarate + NADH + H+	ammonia assimilation cycle I // Inorganic Nitrogen Assimilation // L-glutamate biosynthesis IV // Organic Nitrogen Assimilation	EC-1.4.1.14	GLUTAMATE-SYNTHASE-NADH-RXN
phosphoribulosylformimino-AICAR-phosphate + L-glutamine  ->  L-glutamate + D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + H+	L-histidine biosynthesis	EC-4.3.2.10	GLUTAMIDOTRANS-RXN
L-glutamine + H2O  ->  L-glutamate + ammonia + H+	L-glutamine degradation I // glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation // L-citrulline biosynthesis	EC-3.5.1.38 // EC-3.5.1.2	GLUTAMIN-RXN
ammonium + L-glutamate + ATP  ->  L-glutamine + ADP + phosphate + H+	ammonia assimilation cycle I // L-glutamine biosynthesis I // ammonia assimilation cycle II // L-arginine biosynthesis II (acetyl cycle) // ornithine-citrulline shuttle // Inorganic Nitrogen Assimilation // Organic Nitrogen Assimilation	EC-6.3.1.2	GLUTAMINESYN-RXN
hydrogen peroxide + 2 glutathione  ->  glutathione disulfide + 2 H2O	reactive oxygen species degradation // glutathione-peroxide redox reactions	EC-1.11.1.9	GLUTATHIONE-PEROXIDASE-RXN
2 glutathione + NADP+  <-  glutathione disulfide + NADPH + H+	glutathione-peroxide redox reactions	EC-1.8.1.7	GLUTATHIONE-REDUCT-NADPH-RXN
glycine + gamma-L-glutamyl-L-cysteine + ATP  ->  ADP + glutathione + phosphate + H+	glutathione biosynthesis	EC-6.3.2.3	GLUTATHIONE-SYN-RXN
